user_id,face_type,rt,sex,age,recent_cold,img,pd,PVDga,PVDpi,recency,recency.z,PVDga.z,PVDpi.z
117,disfigured,793.7619047619048,NA,NA,not recent,2.5714285714285716,4.714285714285714,4.5,3.5714285714285716,1.75,-1.0159140472920087,0.7832328183728167,0.362213840501719
117,normal,826.6086956521739,NA,NA,not recent,2.5714285714285716,4.714285714285714,4.5,3.5714285714285716,1.75,-1.0159140472920087,0.7832328183728167,0.362213840501719
118,disfigured,707.5652173913044,NA,NA,recent,3,4.142857142857143,4.75,4.142857142857143,5.25,1.081673838510616,1.1820599423950384,1.5335666634145346
118,normal,694.3478260869565,NA,NA,recent,3,4.142857142857143,4.75,4.142857142857143,5.25,1.081673838510616,1.1820599423950384,1.5335666634145346
119,disfigured,593.5833333333334,NA,NA,recent,3.7142857142857144,6,4.5,2.7142857142857144,5.5,1.231501544639375,0.7832328183728167,-1.3948153938675039
119,normal,565.0869565217391,NA,NA,recent,3.7142857142857144,6,4.5,2.7142857142857144,5.5,1.231501544639375,0.7832328183728167,-1.3948153938675039
120,disfigured,472.5,NA,NA,not recent,2.4285714285714284,4.714285714285714,3.75,2.857142857142857,1.75,-1.0159140472920087,-0.4132485536938487,-1.1019771881393001
120,normal,450.2173913043478,NA,NA,not recent,2.4285714285714284,4.714285714285714,3.75,2.857142857142857,1.75,-1.0159140472920087,-0.4132485536938487,-1.1019771881393001
121,disfigured,515.9583333333334,NA,NA,recent,2.142857142857143,5.571428571428571,4.625,3.7142857142857144,3.75,0.18270760173806255,0.9826463803839276,0.6550520462299226
121,normal,512.0434782608696,NA,NA,recent,2.142857142857143,5.571428571428571,4.625,3.7142857142857144,3.75,0.18270760173806255,0.9826463803839276,0.6550520462299226
122,disfigured,592.5217391304348,NA,NA,not recent,2.7142857142857144,4,3.25,4.142857142857143,4.5,0.6321907201243393,-1.2109028017382923,1.5335666634145346
122,normal,571.5416666666666,NA,NA,not recent,2.7142857142857144,4,3.25,4.142857142857143,4.5,0.6321907201243393,-1.2109028017382923,1.5335666634145346
123,disfigured,741.6521739130435,NA,NA,recent,4.857142857142857,6,4.125,3.2857142857142856,4.5,0.6321907201243393,0.18499213233948397,-0.22346257095468924
123,normal,698.5,NA,NA,recent,4.857142857142857,6,4.125,3.2857142857142856,4.5,0.6321907201243393,0.18499213233948397,-0.22346257095468924
124,disfigured,745.5833333333334,NA,NA,not recent,4.714285714285714,5.571428571428571,4.375,3.857142857142857,2,-0.8660863411632498,0.5838192563617058,0.9478902519581264
